Latitude,Longitude,Date,Text,Person,Original BBX,location,BBX method flag
38.7653,8.995,Sat Jul 24 09:21:35 +0000 2021,Stay tuned for upcoming music video. Subscribe and share the YouTube channel on the @yemisme bio. @ Addis Ababa Et… https://t.co/TiugluiLG9,habtamuchernet1,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.761359,9.010246,Sat Jul 24 09:59:08 +0000 2021,#HappeningNow #DigitalTransformation #DigitalEthiopia One year of Digital Ethiopia in review @MinistryofInno2 https://t.co/JfpyeEI9dM,Odaw_g,38.761359 9.010246] [38.761359 9.010246] [38.761359 9.010246] [38.761359 9.010246,Hyatt Regency Addis Ababa,True
38.715797,9.064886,Sat Jul 24 20:32:33 +0000 2021,ሀገራችን ኢትዮጵያ ያለችበትን ችግር ተባብረን በአንድነት እና በፍቅር  እናሳልፍታለን ከኛ እሚጠበቀው መዋዳድ እና ተባብረን መቆም ነው:: ሌላውን ፍጣሪ ያቃል ይረዳናልም።እናሸንፋለን… https://t.co/HJGtIQdtOs,Addis73817239,38.715797 9.064886] [38.715797 9.064886] [38.715797 9.064886] [38.715797 9.064886,Gulele Botanical Garden,True
38.7653,8.995,Sat Jul 24 23:53:23 +0000 2021,Blessings king you are the light of the world 🌎 #emperorhaileselassie#readywheeltours #wewillgetyouthere @ Addis… https://t.co/VChFFi2zWz,readywheeltours,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.72729618,8.98645594,Sun Jul 25 03:41:09 +0000 2021,Just posted a photo @ Sarbet https://t.co/oDfBKwqADO,Brookyirga,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.796152,8.983055,Sun Jul 25 04:33:23 +0000 2021,As a black man to see the sheer number of people who look like me Jet setting around the world FAR AWAY from the… https://t.co/zBCWFtfZJr,kofi_nawee,38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055,Addis Ababa Bole International Airport,True
38.73796947,9.04098667,Sun Jul 25 09:21:20 +0000 2021,Just posted a video @ Great Ethiopia. ታላቋ ኢትዮጵያ https://t.co/BvVWXrDUf8,EthioBeautyMag,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7577605,8.9806034,Sun Jul 25 10:02:15 +0000 2021,Looking to score a job at Thermo Fisher Scientific? You're in luck. Click the link in our bio for the job descripti… https://t.co/gBq5wngp06,tmj_eth_jobs,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.806146,9.007249,Sun Jul 25 15:10:15 +0000 2021,Childes for fight https://t.co/pKksFKv9sx,AfeworkLemma8,38.806146 9.007249] [38.806146 9.007249] [38.806146 9.007249] [38.806146 9.007249,Totot Traditional Restaurant,True
38.817703,9.006912,Sun Jul 25 15:53:02 +0000 2021,@NatnaelMekonne7 https://t.co/BYLKHCzukt,AfeworkLemma8,38.817703 9.006912] [38.817703 9.006912] [38.817703 9.006912] [38.817703 9.006912,Galani Coffee,True
38.87745,9.029565,Sun Jul 25 16:13:15 +0000 2021,#sundayfunday @awrarotisserie#chickenkebab #pasta @ አውራ/awra https://t.co/2IOjiNmrgB,SeifedinSergaga,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.796152,8.983055,Sun Jul 25 16:39:03 +0000 2021,Where’re my Kerala peeps? https://t.co/qILWE5JJ9T,absera_mn,38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055,Addis Ababa Bole International Airport,True
38.763427,9.032626,Sun Jul 25 17:48:39 +0000 2021,ዛሬ አዲስ አበባችን በጉም ተውጣለች ምንድን ነገሩ😳,yareddoe,38.763427 9.032626] [38.763427 9.032626] [38.763427 9.032626] [38.763427 9.032626,Arat kilo,True
38.7653,8.995,Sun Jul 25 18:38:19 +0000 2021,I am  not what happened to meI am What I choose to be come @ Addis Ababa Ethiopia https://t.co/maEXDYouss,TsegayalewS,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7653,8.995,Sun Jul 25 22:37:49 +0000 2021,شرف ومسؤولية كبيره ألقيت على عاتقي أن يتم تقديري من رئيس أقليم هرر الرئيس أوردين  بدري وهتمامه و متابعته أعمالي بنف… https://t.co/0448GFkrNQ,3zZahid,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.787247,8.995573,Mon Jul 26 02:36:07 +0000 2021,Visibility- nil.Temperature- 10°C. https://t.co/GFpdklMOuu,alsothinking,38.787247 8.995573] [38.787247 8.995573] [38.787247 8.995573] [38.787247 8.995573,Golden Tulip Hotel,True
38.7653,8.995,Mon Jul 26 06:35:22 +0000 2021,ከምርጦቹ እና ከተወዳጆቹ ጎረቤቶቼ ጋር የሱፍ፣ ፌራሪ፣ ዘቢባ እና መዓዚ ሁላችሁን እወዳችኋለሁ 😍😍😍😍😍 ልመጣ ስል የበላሁት የዘባዬ ገንፎ በዓይኔ ላይ እየሄደ ተቸግሬአለሁ 😉😉😉 I… https://t.co/iDtELotOh5,sampac2004,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.766795,9.005146,Mon Jul 26 06:56:28 +0000 2021,😀😀 🇪🇹 Announcement: We came with a brand new logo &amp; colorsWe are excited to announce that as of July 26 2021 we… https://t.co/4ZxxblcMu8,walaict,38.766795 9.005146] [38.766795 9.005146] [38.766795 9.005146] [38.766795 9.005146,Dembel City Center,True
38.7653,8.995,Mon Jul 26 13:29:16 +0000 2021,ልጆች ሆይ ፤ በተግባር እና በእውነት እንጂ በቃል እና በአንደበት ብቻ አንዋደድ 🙏🏽🙏🏽🙏🏽💚💛❤️ @ Addis Ababa Ethiopia https://t.co/SfqvldtQas,YafHen,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.761842,9.044001,Mon Jul 26 13:31:11 +0000 2021,i’m having a great time looking at bones rn but i’m also having a bit of an existential crisis ! /hj,themsthevibes,38.761842 9.044001] [38.761842 9.044001] [38.761842 9.044001] [38.761842 9.044001,Lucy Museum,True
38.761842,9.044001,Mon Jul 26 13:31:12 +0000 2021,something about looking at your earliest ancestors remains named and all really hits u,themsthevibes,38.761842 9.044001] [38.761842 9.044001] [38.761842 9.044001] [38.761842 9.044001,Lucy Museum,True
38.7653,8.995,Mon Jul 26 13:51:34 +0000 2021,They cannot define us or box us in. We will rise Africa! 🇪🇹 x 🇷🇼 use your gift!@kekron_asfaw #africa #madeinafrica… https://t.co/EPiqoDNOZ5,impano_sports,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.761842,9.044001,Mon Jul 26 13:56:51 +0000 2021,she rly said “igh ima head out” https://t.co/3YrpogjSjW,themsthevibes,38.761842 9.044001] [38.761842 9.044001] [38.761842 9.044001] [38.761842 9.044001,Lucy Museum,True
38.73694444,9.02722222,Mon Jul 26 18:57:34 +0000 2021,Just posted a photo @ Addis Ababa https://t.co/tHzMQmSh0x,Brookyirga,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7653,8.995,Mon Jul 26 20:27:39 +0000 2021,A day after @ Addis Ababa Ethiopia https://t.co/ukKGbc9CCF,HistoryofRobel,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7666572,9.01703236,Tue Jul 27 01:33:52 +0000 2021,Just posted a photo @ Entoto Addis Ababa https://t.co/xO7XTuKaZz,BesuZegeye,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.737724,8.937392,Tue Jul 27 05:02:54 +0000 2021,#CyberArmyofEthiopia https://t.co/vevlT32pN7,Eyob42886606,38.737724 8.937392] [38.737724 8.937392] [38.737724 8.937392] [38.737724 8.937392,Commercial Bank Of Ethiopia Hanamariam Branch,True
38.739094,8.995062,Tue Jul 27 09:31:00 +0000 2021,https://t.co/CrpcdyMTcZ,AbebeLemma15,38.739094 8.995062] [38.739094 8.995062] [38.739094 8.995062] [38.739094 8.995062,Garden Paradise,True
38.788196,8.992025,Tue Jul 27 12:52:37 +0000 2021,Spa treatments have become one of the most common ways for people to take care of their bodies. It works perfect fo… https://t.co/wsBPZJdygT,HotelEthiopia,38.788196 8.992025] [38.788196 8.992025] [38.788196 8.992025] [38.788196 8.992025,Ambassador Hotel,True
38.760003,9.020304,Tue Jul 27 12:53:57 +0000 2021,https://t.co/c7vDAmrw2U,AbdulselamBedru,38.760003 9.020304] [38.760003 9.020304] [38.760003 9.020304] [38.760003 9.020304,Sheraton Addis,True
38.7631837,9.0520872,Tue Jul 27 13:27:23 +0000 2021,summer camp ተጀምሯል  በማእከላችን እንዲሁም በ One Planet int. School እያደረግን ነው። አሁንም ልጅዎን ለማሳተፍ እድሉ አሎት 0911659487 / 091144744… https://t.co/PQ4ffpDntr,NEnabuka,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7631837,9.0520872,Tue Jul 27 13:33:09 +0000 2021,Just posted a video @ Nu Chika Enabuka https://t.co/5HTVyyB6M5,NEnabuka,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.755269,9.038552,Tue Jul 27 15:37:26 +0000 2021,"🤔🤔🤔""ሆድ ይፍጀው ብሎ እየተሽቀረቀረ ነው እንጂ ከተማው ሁሉ በፍቅር ቁስለኞች የተሞላ ማገገሚያ ሆስፒታል እኮ ነው:: ""....#አሌክስአብርሃም",AsefaHailat,38.755269 9.038552] [38.755269 9.038552] [38.755269 9.038552] [38.755269 9.038552,Tea Room Pasticceria,True
38.7583,9.04643,Tue Jul 27 18:34:31 +0000 2021,https://t.co/4LzBJpPaJ7,hiwotlemma_,38.7583 9.04643] [38.7583 9.04643] [38.7583 9.04643] [38.7583 9.04643,Addis Ababa University,True
38.7583,9.04643,Tue Jul 27 18:35:28 +0000 2021,https://t.co/7GolpscZtY,hiwotlemma_,38.7583 9.04643] [38.7583 9.04643] [38.7583 9.04643] [38.7583 9.04643,Addis Ababa University,True
38.781032,9.011652,Wed Jul 28 05:12:33 +0000 2021,የጉሙን የክተት ጥሪ በመቀበል ያው ጫካ ገብተናል ☕️,DagmTeshome,38.781032 9.011652] [38.781032 9.011652] [38.781032 9.011652] [38.781032 9.011652,Chaka Coffee,True
38.796152,8.983055,Wed Jul 28 06:07:48 +0000 2021,Good morning #eth https://t.co/G759V2HcFr,BrukAseged,38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055,Addis Ababa Bole International Airport,True
38.7583,9.04643,Wed Jul 28 06:13:46 +0000 2021,AAU looks like a haunted place. https://t.co/V15ZM2EqE2,liyuumk,38.7583 9.04643] [38.7583 9.04643] [38.7583 9.04643] [38.7583 9.04643,Addis Ababa University,True
38.768349,9.016377,Wed Jul 28 07:25:56 +0000 2021,#FoggyAddis #FoggyMorning #fog #foggy #foggyweather #GoodMorningAddis #AddisAbaba #Piassa https://t.co/adt3SjzKVs,kiru_bell,38.768349 9.016377] [38.768349 9.016377] [38.768349 9.016377] [38.768349 9.016377,Addis Ababa Park,True
38.72990675,8.99768145,Wed Jul 28 08:11:06 +0000 2021,Foggy Days of Addis. የሐምሌ ጭለማ እና ጭጋጋማው ሰማይ። #foggy #cloudysky #addisabeba #summerinethiopia #instagood… https://t.co/l5eHwEO0ed,Mankira_Picture,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.72990675,8.99768145,Wed Jul 28 08:14:16 +0000 2021,Foggy Days of Addis. የሐምሌ ጭለማ እና ጭጋጋማው ሰማይ። #foggy #cloudysky #addisabeba #summerinethiopia #instagood… https://t.co/seE5uGTxDz,Mankira_Picture,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.76277,9.032298,Wed Jul 28 09:07:54 +0000 2021,@fdremoe @HareguaMamo @DrGetahun https://t.co/rmroY5Uffp,Alemhulu_Aweke,38.76277 9.032298] [38.76277 9.032298] [38.76277 9.032298] [38.76277 9.032298,Ministry of Education Addis Ababa,True
38.779698,9.013346,Wed Jul 28 09:35:00 +0000 2021,Attending #BtG Capitalization and Closing Event! Amazing results; 9 DPOs strengthned Federal and Regional Gov’s su… https://t.co/gi1rtcF8af,Melemeliti,38.779698 9.013346] [38.779698 9.013346] [38.779698 9.013346] [38.779698 9.013346,Capital Hotel and Spa,True
38.7636901,9.0335043,Wed Jul 28 10:02:22 +0000 2021,Want to work at Ericsson? We're hiring in #AddisAbaba Addis Ababa! Click the link in our bio for details on this j… https://t.co/lXdMKcvkBy,tmj_eth_jobs,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7653,8.995,Wed Jul 28 11:28:32 +0000 2021,Eshiiii... Take one. 😌😬😶🙃😘 @ Addis Ababa Ethiopia https://t.co/r6LYd5GIJ2,endeguena,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.804265,8.992221,Wed Jul 28 11:54:06 +0000 2021,Azaria Tamrat- a Batch 04 Trainee had this to say about why he took up the Machine Learning Engineering journey..… https://t.co/q2l9kUMq5R,10acad,38.804265 8.992221] [38.804265 8.992221] [38.804265 8.992221] [38.804265 8.992221,Africa,True
38.755486,9.006501,Wed Jul 28 14:31:44 +0000 2021,Only in eyes of love you can find infinity.#EBMphotography #photography https://t.co/ju7TXblEmP,Eyob_EBM,38.755486 9.006501] [38.755486 9.006501] [38.755486 9.006501] [38.755486 9.006501,Ethiopia,True
38.788196,8.992025,Wed Jul 28 14:34:19 +0000 2021,Spa treatments have become one of the most common ways for people to take care of their bodies. It works perfect fo… https://t.co/J588yfb5fm,HotelEthiopia,38.788196 8.992025] [38.788196 8.992025] [38.788196 8.992025] [38.788196 8.992025,Ambassador Hotel,True
38.788196,8.992025,Wed Jul 28 14:35:39 +0000 2021,Benefits of Night Workouts* Improve Your Performance* Get Better Sleep* Boost Your NutritionAmbassador hotel… https://t.co/JsxE4kQ4S5,HotelEthiopia,38.788196 8.992025] [38.788196 8.992025] [38.788196 8.992025] [38.788196 8.992025,Ambassador Hotel,True
38.7653,8.995,Wed Jul 28 14:36:24 +0000 2021,Just posted a video @ Addis Ababa Ethiopia https://t.co/POYsGBTVZS,habtamuchernet1,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7653,8.995,Wed Jul 28 16:08:05 +0000 2021,Just posted a photo @ Addis Ababa Ethiopia https://t.co/kQPHSYEFX5,BinyAdenew,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.738176,9.084274,Wed Jul 28 17:20:47 +0000 2021,This weather just hits different https://t.co/5B1Rrm1Qb0,roberanegussie,38.738176 9.084274] [38.738176 9.084274] [38.738176 9.084274] [38.738176 9.084274,Entoto Park,True
38.787625,8.989785,Wed Jul 28 18:08:37 +0000 2021,#FromInsideTheOffice #Fog “Sometimes when you lose your way in the fog you end up in a beautiful place! Don’t be… https://t.co/BA7laNTIrc,d_nebiyu,38.787625 8.989785] [38.787625 8.989785] [38.787625 8.989785] [38.787625 8.989785,Snap Plaza,True
38.73694444,9.02722222,Wed Jul 28 20:27:57 +0000 2021,Just posted a photo @ Addis Ababa https://t.co/Nop3Hyq39u,Brookyirga,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.796152,8.983055,Thu Jul 29 06:43:50 +0000 2021,I will never ever book a connecting flight ever again. If it doesn’t go straight to the destination masiyeke. Hayi… https://t.co/fdCgmgDeL6,_LelaKosani,38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055,Addis Ababa Bole International Airport,True
38.796152,8.983055,Thu Jul 29 07:45:16 +0000 2021,It’s cold and they’ve been delaying our flight for hours now I literally had to throw a tantrum for people to get… https://t.co/2ehPci2LzN,sivmaroon,38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055,Addis Ababa Bole International Airport,True
38.796398,8.983238,Thu Jul 29 08:02:35 +0000 2021,@Miss_Gallie If you can see the food we’ve been eating at this ShebaMiles yhooo ha ha 😭💔.,_LelaKosani,38.796398 8.983238] [38.796398 8.983238] [38.796398 8.983238] [38.796398 8.983238,ShebaMiles Lounge,True
38.73694444,9.02722222,Thu Jul 29 08:08:01 +0000 2021,Just posted a photo @ Addis Ababa https://t.co/LOsVGcTu2S,AlmomBarch,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7415,9.030292,Thu Jul 29 08:20:22 +0000 2021,https://t.co/j5R6nCfW09,ZelalemMaru,38.7415 9.030292] [38.7415 9.030292] [38.7415 9.030292] [38.7415 9.030292,መርካቶ,True
38.7415,9.030292,Thu Jul 29 08:20:30 +0000 2021,https://t.co/Bwnityp6XA,ZelalemMaru,38.7415 9.030292] [38.7415 9.030292] [38.7415 9.030292] [38.7415 9.030292,መርካቶ,True
38.7653,8.995,Thu Jul 29 08:52:49 +0000 2021,Just posted a photo @ Addis Ababa Ethiopia https://t.co/rSQfHCpqee,babajoeblack,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7653,8.995,Thu Jul 29 08:53:23 +0000 2021,Just posted a photo @ Addis Ababa Ethiopia https://t.co/l5HKV8713T,babajoeblack,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7653,8.995,Thu Jul 29 08:53:55 +0000 2021,Just posted a photo @ Addis Ababa Ethiopia https://t.co/EX0K8aey2u,babajoeblack,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7653,8.995,Thu Jul 29 08:54:21 +0000 2021,Just posted a photo @ Addis Ababa Ethiopia https://t.co/bRkXfBeFeS,babajoeblack,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7653,8.995,Thu Jul 29 08:54:59 +0000 2021,Just posted a photo @ Addis Ababa Ethiopia https://t.co/rDOaN02SMq,babajoeblack,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.76769,9.016518,Thu Jul 29 10:53:32 +0000 2021,Palm trees and tukuls in the fog this morning.  I am told this evocative weather is unusual for Addis…. https://t.co/XWaWIUMytc,Emily_Summers1,38.76769 9.016518] [38.76769 9.016518] [38.76769 9.016518] [38.76769 9.016518,Addis Ababa,True
38.788196,8.992025,Thu Jul 29 12:40:22 +0000 2021,Good luck to all our teams!#ethiopia #TokyoOlympics #TokyoOlympics2021 #TokyoOlympics2020 #boleambassadorhotel… https://t.co/wRE2lxSaPc,HotelEthiopia,38.788196 8.992025] [38.788196 8.992025] [38.788196 8.992025] [38.788196 8.992025,Ambassador Hotel,True
38.71553,8.96148,Thu Jul 29 12:55:11 +0000 2021,https://t.co/NfDRyyoRSS,JrKewani,38.71553 8.96148] [38.71553 8.96148] [38.71553 8.96148] [38.71553 8.96148,lebu,True
38.7631837,9.0520872,Thu Jul 29 14:16:16 +0000 2021,Just posted a photo @ Nu Chika Enabuka https://t.co/v1pKsVK9FO,NEnabuka,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.73694444,9.02722222,Thu Jul 29 18:18:26 +0000 2021,Just posted a photo @ Addis Ababa https://t.co/Yl8BuVgfbE,Brookyirga,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.752022,9.022221,Fri Jul 30 00:28:11 +0000 2021,Why is Betty asleep and her last seen was Wednesday 😭😭 that time I’m in her city,KopoKeaikitse,38.752022 9.022221] [38.752022 9.022221] [38.752022 9.022221] [38.752022 9.022221,Gusto Ristorante,True
38.849151,9.033474,Fri Jul 30 06:28:44 +0000 2021,https://t.co/G5SSExQWmN,EVILANG24078370,38.849151 9.033474] [38.849151 9.033474] [38.849151 9.033474] [38.849151 9.033474,Ethiopian Airlines,True
38.849151,9.033474,Fri Jul 30 06:28:46 +0000 2021,Umm https://t.co/06j3sVJGN8,EVILANG24078370,38.849151 9.033474] [38.849151 9.033474] [38.849151 9.033474] [38.849151 9.033474,Ethiopian Airlines,True
38.849151,9.033474,Fri Jul 30 06:28:47 +0000 2021,Umm,EVILANG24078370,38.849151 9.033474] [38.849151 9.033474] [38.849151 9.033474] [38.849151 9.033474,Ethiopian Airlines,True
38.7653,8.995,Fri Jul 30 06:35:04 +0000 2021,Just posted a photo @ Addis Ababa Ethiopia https://t.co/UuMTQxqsLT,babajoeblack,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.7653,8.995,Fri Jul 30 06:35:54 +0000 2021,Just posted a photo @ Addis Ababa Ethiopia https://t.co/ylaT4lIGf2,babajoeblack,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.78274,8.991954,Fri Jul 30 07:35:07 +0000 2021,ክረምት https://t.co/l8AJWxKkSy,alazargirma37,38.78274 8.991954] [38.78274 8.991954] [38.78274 8.991954] [38.78274 8.991954,Ramada Addis Ababa,True
38.788196,8.992025,Fri Jul 30 09:36:54 +0000 2021,Feel like Home  Ambassador hotel#ambassador_hotel_ethiopia  #boleambassadorhotel #besthotelinaddis #addisababa… https://t.co/L9mgcjTa7N,HotelEthiopia,38.788196 8.992025] [38.788196 8.992025] [38.788196 8.992025] [38.788196 8.992025,Ambassador Hotel,True
38.716768,9.040375,Fri Jul 30 12:04:05 +0000 2021,Solomon barega congratsEthiopia congrats Ethiopian congrats10000 M men tokiyo https://t.co/BijTZdHSz9,dani24872487,38.716768 9.040375] [38.716768 9.040375] [38.716768 9.040375] [38.716768 9.040375,Bingham Academy,True
38.7631837,9.0520872,Fri Jul 30 15:48:57 +0000 2021,summer camp  ቀጥሏል @ Nu Chika Enabuka https://t.co/w892Do66uy,NEnabuka,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.805613,9.00747,Fri Jul 30 16:23:51 +0000 2021,In  a 5 star hotel in Addis Ababa a beer is worth 55 ETB which is equivalent to KShs 135. An ordinary bar a beer… https://t.co/4tbh7vFuIB,syd_effects,38.805613 9.00747] [38.805613 9.00747] [38.805613 9.00747] [38.805613 9.00747,Swiss Inn Nexus Hotel,True
38.716933,9.005832,Fri Jul 30 18:03:58 +0000 2021,https://t.co/e8zCblhzwA,KalaAbd1,38.716933 9.005832] [38.716933 9.005832] [38.716933 9.005832] [38.716933 9.005832,Kaldis,True
38.796152,8.983055,Sat Jul 31 05:53:45 +0000 2021,العفــو والعافيــة شاركناكم أعلى مستويات التضخم، وخمج الخريف والضبابين والبعوض، إن شاء الله الإجازة الجاية نلقى ال… https://t.co/elnDeq8ugv,Alaa_Dakeen90,38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055] [38.796152 8.983055,Addis Ababa Bole International Airport,True
38.762865,9.040069,Sat Jul 31 06:36:48 +0000 2021,Happening now:@ethiosss is launching this year's Summer School Program with orientation to 250+ students of diffe… https://t.co/rEoVq78vhQ,a_tensae,38.762865 9.040069] [38.762865 9.040069] [38.762865 9.040069] [38.762865 9.040069,Addis Ababa University Faculty of Technology,True
38.762865,9.040069,Sat Jul 31 09:27:21 +0000 2021,The @ethiosss Summer School Program has kicked off by students orientation. The program intends to train students i… https://t.co/m3nSYyOniO,KirubelMenberu,38.762865 9.040069] [38.762865 9.040069] [38.762865 9.040069] [38.762865 9.040069,Addis Ababa University Faculty of Technology,True
38.7653,8.995,Sat Jul 31 11:22:07 +0000 2021,😊😉 @ Addis Ababa Ethiopia https://t.co/aJmw3IzE9g,YafHen,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.769622,9.016263,Sat Jul 31 11:23:30 +0000 2021,https://t.co/HEbcldFzS7,AlmomBarch,38.769622 9.016263] [38.769622 9.016263] [38.769622 9.016263] [38.769622 9.016263,Total Kazanchies,True
38.7653,8.995,Sat Jul 31 13:39:21 +0000 2021,On the ground and in the air over Addis Ababa home of King Selassie #haileselassie #kingselassie #addisababa… https://t.co/K0995rggro,HilaweReggae,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
38.763582,9.023067,Sat Jul 31 19:41:49 +0000 2021,Just posted a photo @ Unity Park -Addis Ababa Ethiopia https://t.co/QGcZheDIAi,Brookyirga,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]],Ethiopia,False
